Sales Report,,,,,,,,,,,,,,,,,
Date,Day,Sales Rep,Product,Units, Price ,Total Sales,City,Region,,,,,,,,,
21 August 2013,Monday,Cindy  Becker,Nestle Milky Bar Stick,17,410.00,6970,Bangalore,South,,,,,,,,,
22 August 2013,Tuesday,Max  Rodgers,Nestle Fab,2,213.00,426,Nagpur,West,,,,,,,,,
23 August 2013,Wednesday,Shari  Silva,Nestle Rowntree Fruit Pastil,3,101.00,303,Mysore,South,,,,,,,,,
24 August 2013,Thursday,Robert  Munoz,Nestle Aero Mint Potz,3,101.00,303,Delhi,North,,,,,,,,,
25 August 2013,Friday,Cassandra  Franklin,Nestle Rolo Potz,1,291.00,291,Delhi,North,,,,,,,,,
26 August 2013,Saturday,Salvador  Bass,Nestle Smarties Pop-Up,2,347.00,694,Goa,West,,,,,,,,,
27 August 2013,Sunday,Johanna  Boone,Nestle Maxibon Cookie,3,485.00,1455,Mysore,South,,,,,,,,,
28 August 2013,Monday,Eddie  Green,Nestle Milky Bar Stick,1,338.00,338,Durgapur,East,,,,,,,,,
29 August 2013,Tuesday,Woodrow  Colon,Nestle Nobbly Bobbly,3,141.00,423,Cochin,South,,,,,,,,,
30 August 2013,Wednesday,Iris  Underwood,Nestle Kit Kat Cone,16,474.00,7584,Pune,West,,,,,,,,,
31 August 2013,Thursday,Isabel  Cross,Nestle Rolo Potz,3,409.00,1227,Ranchi,East,,,,,,,,,
01 September 2013,Friday,Max  Rodgers,Nestle Kit Kat Cone,1,453.00,453,Nagpur,West,,,,,,,,,
02 September 2013,Saturday,Charlie  Wood,Nestle Kit Kat Cone,13,354.00,4602,Agra,North,,,,,,,,,
03 September 2013,Sunday,Tiffany  May,Nestle Rowntree Screamers,3,253.00,759,Agra,North,,,,,,,,,
04 September 2013,Monday,Marian  Hill,Nestle Milky Bar Stick,1,301.00,301,Trivandrum,South,,,,,,,,,
05 September 2013,Tuesday,Isabel  Cross,Nestle Aero Mint Potz,3,409.00,1227,Ranchi,East,,,,,,,,,
06 September 2013,Wednesday,Salvador  Bass,Nestle Nobbly Bobbly,3,447.00,1341,Goa,West,,,,,,,,,
07 September 2013,Thursday,Lula  Daniels,Nestle Fab,4,142.00,568,Nainital,North,,,,,,,,,
08 September 2013,Friday,Brooke  Horton,Nestle Rowntree Fruit Pastil,1,280.00,280,Nainital,North,,,,,,,,,
09 September 2013,Saturday,Salvador  Bass,Nestle Rowntree Fruit Pastil,1,247.00,247,Goa,West,,,,,,,,,
10 September 2013,Sunday,Felicia  Jennings,Nestle Aero Mint Potz,3,284.00,852,Pune,West,,,,,,,,,
11 September 2013,Monday,Elbert  Klein,Nestle Milky Bar Stick,2,401.00,802,Cochin,South,,,,,,,,,
12 September 2013,Tuesday,Cecilia  Manning,Nestle Toffee Crumble,3,365.00,1095,Trivandrum,South,,,,,,,,,
13 September 2013,Wednesday,Bobbie  Ryan,Nestle Rolo Potz,2,222.00,444,Darjeeling,East,,,,,,,,,
14 September 2013,Thursday,Elvira  Bowman,Nestle Rowntree Fruit Pastil,3,440.00,1320,Srinagar,North,,,,,,,,,
15 September 2013,Friday,Edwin  Malone,Nestle Maxibon Cookie,20,325.00,6500,Kolkata,East,,,,,,,,,
16 September 2013,Saturday,Jaime  Pearson,Nestle Kit Kat Cone,1,336.00,336,Jodhpur,North,,,,,,,,,
17 September 2013,Sunday,Shari  Silva,Nestle Nobbly Bobbly,2,236.00,472,Mysore,South,,,,,,,,,
18 September 2013,Monday,Robert  Munoz,Nestle Fab,2,177.00,354,Delhi,North,,,,,,,,,
19 September 2013,Tuesday,Johanna  Boone,Nestle Smarties Pop-Up,3,401.00,1203,Mysore,South,,,,,,,,,
20 September 2013,Wednesday,Drew  Rogers,Nestle Rowntree Screamers,2,204.00,408,Delhi,North,,,,,,,,,
21 September 2013,Thursday,Tiffany  May,Nestle Smarties Pop-Up,1,413.00,413,Agra,North,,,,,,,,,
22 September 2013,Friday,Willie  Vega,Nestle Fab,1,106.00,106,Delhi,North,,,,,,,,,
23 September 2013,Saturday,Robert  Munoz,Nestle Rowntree Fruit Pastil,2,121.00,242,Delhi,North,,,,,,,,,
24 September 2013,Sunday,Isabel  Cross,Nestle Fab,2,475.00,950,Ranchi,East,,,,,,,,,
25 September 2013,Monday,Tiffany  May,Nestle Rowntree Screamers,3,438.00,1314,Agra,North,,,,,,,,,
26 September 2013,Tuesday,Robert  Munoz,Nestle Toffee Crumble,2,317.00,634,Delhi,North,,,,,,,,,
27 September 2013,Wednesday,Andrew  Meyer,Nestle Fab,2,159.00,318,Mumbai,West,,,,,,,,,
28 September 2013,Thursday,Donna  Reid,Nestle Fab,2,476.00,952,Goa,West,,,,,,,,,
29 September 2013,Friday,Jaime  Pearson,Nestle Smarties Pop-Up,2,410.00,820,Jodhpur,North,,,,,,,,,
30 September 2013,Saturday,Kyle  Carr,Nestle Aero Mint Potz,3,407.00,1221,Delhi,North,,,,,,,,,
01 October 2013,Sunday,Robert  Munoz,Nestle Toffee Crumble,24,491.00,11784,Delhi,North,,,,,,,,,
02 October 2013,Monday,Trevor  Jones,Nestle Kit Kat Cone,1,246.00,246,Pune,West,,,,,,,,,
03 October 2013,Tuesday,Johanna  Boone,Nestle Toffee Crumble,2,204.00,408,Mysore,South,,,,,,,,,
04 October 2013,Wednesday,Jenny  Garcia,Nestle Toffee Crumble,24,204.00,4896,Shimla,North,,,,,,,,,
05 October 2013,Thursday,Brooke  Horton,Nestle Smarties Pop-Up,1,355.00,355,Nainital,North,,,,,,,,,
06 October 2013,Friday,Salvador  Bass,Nestle Toffee Crumble,2,421.00,842,Goa,West,,,,,,,,,
07 October 2013,Saturday,Kyle  Carr,Nestle Toffee Crumble,1,302.00,302,Delhi,North,,,,,,,,,
08 October 2013,Sunday,Della  Jensen,Nestle Kit Kat Cone,1,197.00,197,Patna,East,,,,,,,,,
09 October 2013,Monday,Bethany  Pena,Nestle Aero Mint Potz,1,152.00,152,Nagpur,West,,,,,,,,,
10 October 2013,Tuesday,Marion  Glover,Nestle Rowntree Fruit Pastil,3,412.00,1236,Durgapur,East,,,,,,,,,
11 October 2013,Wednesday,Eric  Rose,Nestle Rowntree Fruit Pastil,2,137.00,274,Mumbai,West,,,,,,,,,
12 October 2013,Thursday,Sonya  Mullins,Nestle Aero Mint Potz,2,479.00,958,Kolkata,East,,,,,,,,,
13 October 2013,Friday,Elaine  Ellis,Nestle Rolo Potz,2,291.00,582,Hyderabad,South,,,,,,,,,
14 October 2013,Saturday,Elvira  Bowman,Nestle Smarties Pop-Up,4,252.00,1008,Srinagar,North,,,,,,,,,
15 October 2013,Sunday,Jaime  Pearson,Nestle Milky Bar Stick,3,162.00,486,Jodhpur,North,,,,,,,,,
16 October 2013,Monday,Iris  Underwood,Nestle Rowntree Screamers,1,149.00,149,Pune,West,,,,,,,,,
17 October 2013,Tuesday,Robert  Munoz,Nestle Smarties Pop-Up,2,138.00,276,Delhi,North,,,,,,,,,
18 October 2013,Wednesday,Iris  Underwood,Nestle Smarties Pop-Up,2,383.00,766,Pune,West,,,,,,,,,
19 October 2013,Thursday,Rachel  Gomez,Nestle Aero Mint Potz,2,238.00,476,Delhi,North,,,,,,,,,
20 October 2013,Friday,Elvira  Bowman,Nestle Smarties Pop-Up,2,415.00,830,Srinagar,North,,,,,,,,,
21 October 2013,Saturday,Christy  Olson,Nestle Aero Mint Potz,1,211.00,211,Surat,West,,,,,,,,,
22 October 2013,Sunday,Christina  Fuller,Nestle Milky Bar Stick,10,101.00,1010,Nagpur,West,,,,,,,,,
23 October 2013,Monday,Salvador  Bass,Nestle Nobbly Bobbly,1,494.00,494,Goa,West,,,,,,,,,
24 October 2013,Tuesday,Lorraine  Gibson,Nestle Milky Bar Stick,3,389.00,1167,Kolkata,East,,,,,,,,,
25 October 2013,Wednesday,Don  Gonzales,Nestle Smarties Pop-Up,2,235.00,470,Mysore,South,,,,,,,,,
26 October 2013,Thursday,Max  Rodgers,Nestle Smarties Pop-Up,3,207.00,621,Nagpur,West,,,,,,,,,
27 October 2013,Friday,Charlie  Wood,Nestle Fab,3,239.00,717,Agra,North,,,,,,,,,
28 October 2013,Saturday,Blake  Bridges,Nestle Kit Kat Cone,3,429.00,1287,Cochin,South,,,,,,,,,
29 October 2013,Sunday,Billie  Chandler,Nestle Nobbly Bobbly,21,367.00,7707,Surat,West,,,,,,,,,
30 October 2013,Monday,Lee  Mack,Nestle Rowntree Screamers,2,364.00,728,Delhi,North,,,,,,,,,
31 October 2013,Tuesday,Isabel  Cross,Nestle Toffee Crumble,7,125.00,875,Ranchi,East,,,,,,,,,
01 November 2013,Wednesday,Marian  Hill,Nestle Rolo Potz,2,433.00,866,Trivandrum,South,,,,,,,,,
02 November 2013,Thursday,Brooke  Horton,Nestle Fab,3,496.00,1488,Nainital,North,,,,,,,,,
03 November 2013,Friday,Iris  Underwood,Nestle Milky Bar Stick,2,104.00,208,Pune,West,,,,,,,,,
04 November 2013,Saturday,Rachel  Gomez,Nestle Maxibon Cookie,2,401.00,802,Delhi,North,,,,,,,,,
05 November 2013,Sunday,Rachel  Gomez,Nestle Aero Mint Potz,16,215.00,3440,Delhi,North,,,,,,,,,
06 November 2013,Monday,Joey  Wong,Nestle Maxibon Cookie,1,211.00,211,Goa,West,,,,,,,,,
07 November 2013,Tuesday,Kyle  Carr,Nestle Toffee Crumble,1,130.00,130,Delhi,North,,,,,,,,,
08 November 2013,Wednesday,Lee  Mack,Nestle Toffee Crumble,4,254.00,1016,Delhi,North,,,,,,,,,
09 November 2013,Thursday,Nellie  Joseph,Nestle Rowntree Fruit Pastil,3,494.00,1482,Patna,East,,,,,,,,,
10 November 2013,Friday,Felicia  Jennings,Nestle Milky Bar Stick,2,265.00,530,Pune,West,,,,,,,,,
11 November 2013,Saturday,Christina  Fuller,Nestle Milky Bar Stick,9,243.00,2187,Nagpur,West,,,,,,,,,
12 November 2013,Sunday,Ivan  Adkins,Nestle Milky Bar Stick,3,276.00,828,Mumbai,West,,,,,,,,,
13 November 2013,Monday,Billie  Chandler,Nestle Aero Mint Potz,2,489.00,978,Surat,West,,,,,,,,,
14 November 2013,Tuesday,Ellen  Weaver,Nestle Rowntree Fruit Pastil,3,259.00,777,Hyderabad,South,,,,,,,,,
15 November 2013,Wednesday,Sylvester  Morales,Nestle Smarties Pop-Up,2,386.00,772,Mumbai,West,,,,,,,,,
16 November 2013,Thursday,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,2,471.00,942,Delhi,North,,,,,,,,,
17 November 2013,Friday,Andrew  Meyer,Nestle Rolo Potz,2,277.00,554,Mumbai,West,,,,,,,,,
18 November 2013,Saturday,Patty  Thompson,Nestle Smarties Pop-Up,11,291.00,3201,Mumbai,West,,,,,,,,,
19 November 2013,Sunday,Beth  Tucker,Nestle Rolo Potz,2,437.00,874,Pune,West,,,,,,,,,
20 November 2013,Monday,Drew  Rogers,Nestle Toffee Crumble,3,159.00,477,Delhi,North,,,,,,,,,
21 November 2013,Tuesday,Isabel  Cross,Nestle Fab,1,138.00,138,Ranchi,East,,,,,,,,,
22 November 2013,Wednesday,Cindy  Becker,Nestle Rolo Potz,2,135.00,270,Bangalore,South,,,,,,,,,
23 November 2013,Thursday,Drew  Rogers,Nestle Toffee Crumble,1,290.00,290,Delhi,North,,,,,,,,,
24 November 2013,Friday,Robert  Munoz,Nestle Rowntree Screamers,3,110.00,330,Delhi,North,,,,,,,,,
25 November 2013,Saturday,Brooke  Horton,Nestle Fab,2,348.00,696,Nainital,North,,,,,,,,,
26 November 2013,Sunday,Della  Jensen,Nestle Smarties Pop-Up,1,351.00,351,Patna,East,,,,,,,,,
27 November 2013,Monday,Bethany  Pena,Nestle Nobbly Bobbly,1,330.00,330,Nagpur,West,,,,,,,,,
28 November 2013,Tuesday,Mable  Lindsey,Nestle Fab,3,318.00,954,Ahmedabad,West,,,,,,,,,
29 November 2013,Wednesday,Salvador  Bass,Nestle Maxibon Cookie,1,450.00,450,Goa,West,,,,,,,,,
30 November 2013,Thursday,Edwin  Malone,Nestle Aero Mint Potz,3,472.00,1416,Kolkata,East,,,,,,,,,
01 December 2013,Friday,Fernando  Rowe,Nestle Milky Bar Stick,3,245.00,735,Ahmedabad,West,,,,,,,,,
02 December 2013,Saturday,Felicia  Jennings,Nestle Smarties Pop-Up,2,232.00,464,Pune,West,,,,,,,,,
03 December 2013,Sunday,Isabel  Cross,Nestle Rowntree Fruit Pastil,4,471.00,1884,Ranchi,East,,,,,,,,,
04 December 2013,Monday,Cecilia  Manning,Nestle Milky Bar Stick,2,404.00,808,Trivandrum,South,,,,,,,,,
05 December 2013,Tuesday,Donna  Reid,Nestle Toffee Crumble,2,415.00,830,Goa,West,,,,,,,,,
06 December 2013,Wednesday,Lynette  Brewer,Nestle Aero Mint Potz,1,149.00,149,Varanasi,North,,,,,,,,,
07 December 2013,Thursday,Iris  Underwood,Nestle Aero Mint Potz,3,162.00,486,Pune,West,,,,,,,,,
08 December 2013,Friday,Isabel  Cross,Nestle Toffee Crumble,2,434.00,868,Ranchi,East,,,,,,,,,
09 December 2013,Saturday,Trevor  Jones,Nestle Smarties Pop-Up,2,445.00,890,Pune,West,,,,,,,,,
10 December 2013,Sunday,Colleen  Warren,Nestle Fab,8,282.00,2256,Ahmedabad,West,,,,,,,,,
11 December 2013,Monday,Lula  Daniels,Nestle Smarties Pop-Up,2,263.00,526,Nainital,North,,,,,,,,,
12 December 2013,Tuesday,Jenny  Garcia,Nestle Smarties Pop-Up,4,113.00,452,Shimla,North,,,,,,,,,
13 December 2013,Wednesday,Elbert  Klein,Nestle Smarties Pop-Up,1,307.00,307,Cochin,South,,,,,,,,,
14 December 2013,Thursday,Nellie  Joseph,Nestle Smarties Pop-Up,1,152.00,152,Patna,East,,,,,,,,,
15 December 2013,Friday,Patty  Thompson,Nestle Milky Bar Stick,1,163.00,163,Mumbai,West,,,,,,,,,
16 December 2013,Saturday,Edwin  Malone,Nestle Kit Kat Cone,2,478.00,956,Kolkata,East,,,,,,,,,
17 December 2013,Sunday,Brooke  Horton,Nestle Rolo Potz,1,285.00,285,Nainital,North,,,,,,,,,
18 December 2013,Monday,Ruben  Nunez,Nestle Fab,2,187.00,374,Ahmedabad,West,,,,,,,,,
19 December 2013,Tuesday,Brooke  Horton,Nestle Milky Bar Stick,1,351.00,351,Nainital,North,,,,,,,,,
20 December 2013,Wednesday,Christy  Olson,Nestle Smarties Pop-Up,2,241.00,482,Surat,West,,,,,,,,,
21 December 2013,Thursday,Brooke  Horton,Nestle Toffee Crumble,3,333.00,999,Nainital,North,,,,,,,,,
22 December 2013,Friday,Rachel  Gomez,Nestle Aero Mint Potz,2,257.00,514,Delhi,North,,,,,,,,,
23 December 2013,Saturday,Robert  Munoz,Nestle Milky Bar Stick,3,247.00,741,Delhi,North,,,,,,,,,
24 December 2013,Sunday,Elaine  Ellis,Nestle Nobbly Bobbly,1,224.00,224,Hyderabad,South,,,,,,,,,
25 December 2013,Monday,Andrew  Meyer,Nestle Fab,1,126.00,126,Mumbai,West,,,,,,,,,
26 December 2013,Tuesday,Tracy  Reed,Nestle Rolo Potz,2,451.00,902,Agra,North,,,,,,,,,
27 December 2013,Wednesday,Marion  Glover,Nestle Aero Mint Potz,1,210.00,210,Durgapur,East,,,,,,,,,
28 December 2013,Thursday,Donna  Reid,Nestle Smarties Pop-Up,1,190.00,190,Goa,West,,,,,,,,,
29 December 2013,Friday,Shari  Silva,Nestle Kit Kat Cone,2,419.00,838,Mysore,South,,,,,,,,,
30 December 2013,Saturday,Austin  Reynolds,Nestle Fab,2,151.00,302,Kolkata,East,,,,,,,,,
31 December 2013,Sunday,Bernadette  Page,Nestle Milky Bar Stick,2,373.00,746,Delhi,North,,,,,,,,,
01 January 2014,Monday,Johanna  Boone,Nestle Toffee Crumble,3,114.00,342,Mysore,South,,,,,,,,,
02 January 2014,Tuesday,Ben  Perez,Nestle Rowntree Fruit Pastil,1,179.00,179,Goa,West,,,,,,,,,
03 January 2014,Wednesday,Edwin  Malone,Nestle Kit Kat Cone,4,274.00,1096,Kolkata,East,,,,,,,,,
04 January 2014,Thursday,Blake  Bridges,Nestle Maxibon Cookie,13,213.00,2769,Cochin,South,,,,,,,,,
05 January 2014,Friday,Don  Gonzales,Nestle Fab,2,412.00,824,Mysore,South,,,,,,,,,
06 January 2014,Saturday,Cassandra  Franklin,Nestle Toffee Crumble,1,458.00,458,Delhi,North,,,,,,,,,
07 January 2014,Sunday,Sylvester  Morales,Nestle Aero Mint Potz,2,128.00,256,Mumbai,West,,,,,,,,,
08 January 2014,Monday,Della  Jensen,Nestle Fab,1,387.00,387,Patna,East,,,,,,,,,
09 January 2014,Tuesday,Peter  Hodges,Nestle Toffee Crumble,4,108.00,432,Shimla,North,,,,,,,,,
10 January 2014,Wednesday,Bernadette  Page,Nestle Rowntree Screamers,1,213.00,213,Delhi,North,,,,,,,,,
11 January 2014,Thursday,Johanna  Boone,Nestle Milky Bar Stick,1,404.00,404,Mysore,South,,,,,,,,,
12 January 2014,Friday,Dan  Peterson,Nestle Rolo Potz,3,411.00,1233,Shimla,North,,,,,,,,,
13 January 2014,Saturday,Lorraine  Gibson,Nestle Fab,3,422.00,1266,Kolkata,East,,,,,,,,,
14 January 2014,Sunday,Bernadette  Page,Nestle Kit Kat Cone,2,380.00,760,Delhi,North,,,,,,,,,
15 January 2014,Monday,Austin  Reynolds,Nestle Aero Mint Potz,4,377.00,1508,Kolkata,East,,,,,,,,,
16 January 2014,Tuesday,Allan  Ramos,Nestle Fab,2,158.00,316,Jodhpur,North,,,,,,,,,
17 January 2014,Wednesday,Edwin  Malone,Nestle Milky Bar Stick,1,196.00,196,Kolkata,East,,,,,,,,,
18 January 2014,Thursday,Drew  Rogers,Nestle Rowntree Fruit Pastil,1,160.00,160,Delhi,North,,,,,,,,,
19 January 2014,Friday,Brooke  Horton,Nestle Smarties Pop-Up,1,176.00,176,Nainital,North,,,,,,,,,
20 January 2014,Saturday,Cindy  Becker,Nestle Maxibon Cookie,2,350.00,700,Bangalore,South,,,,,,,,,
21 January 2014,Sunday,Jaime  Pearson,Nestle Rowntree Fruit Pastil,3,295.00,885,Jodhpur,North,,,,,,,,,
22 January 2014,Monday,Patty  Thompson,Nestle Rowntree Fruit Pastil,2,359.00,718,Mumbai,West,,,,,,,,,
23 January 2014,Tuesday,Mable  Lindsey,Nestle Rowntree Fruit Pastil,17,138.00,2346,Ahmedabad,West,,,,,,,,,
24 January 2014,Wednesday,Sonya  Mullins,Nestle Smarties Pop-Up,3,187.00,561,Kolkata,East,,,,,,,,,
25 January 2014,Thursday,Cecilia  Manning,Nestle Smarties Pop-Up,3,144.00,432,Trivandrum,South,,,,,,,,,
26 January 2014,Friday,Tiffany  May,Nestle Maxibon Cookie,3,180.00,540,Agra,North,,,,,,,,,
27 January 2014,Saturday,Isabel  Cross,Nestle Milky Bar Stick,2,195.00,390,Ranchi,East,,,,,,,,,
28 January 2014,Sunday,Willie  Vega,Nestle Rowntree Fruit Pastil,2,415.00,830,Delhi,North,,,,,,,,,
29 January 2014,Monday,Drew  Rogers,Nestle Rowntree Fruit Pastil,3,365.00,1095,Delhi,North,,,,,,,,,
30 January 2014,Tuesday,Della  Jensen,Nestle Fab,1,463.00,463,Patna,East,,,,,,,,,
31 January 2014,Wednesday,Pauline  Beck,Nestle Smarties Pop-Up,2,404.00,808,Pune,West,,,,,,,,,
01 February 2014,Thursday,Pauline  Beck,Nestle Aero Mint Potz,3,257.00,771,Pune,West,,,,,,,,,
02 February 2014,Friday,Peter  Hodges,Nestle Smarties Pop-Up,2,126.00,252,Shimla,North,,,,,,,,,
03 February 2014,Saturday,Cassandra  Franklin,Nestle Rolo Potz,13,279.00,3627,Delhi,North,,,,,,,,,
04 February 2014,Sunday,Fernando  Rowe,Nestle Rowntree Fruit Pastil,2,137.00,274,Ahmedabad,West,,,,,,,,,
05 February 2014,Monday,Elvira  Bowman,Nestle Maxibon Cookie,3,254.00,762,Srinagar,North,,,,,,,,,
06 February 2014,Tuesday,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,2,288.00,576,Delhi,North,,,,,,,,,
07 February 2014,Wednesday,Isabel  Cross,Nestle Smarties Pop-Up,2,171.00,342,Ranchi,East,,,,,,,,,
08 February 2014,Thursday,Isabel  Cross,Nestle Kit Kat Cone,2,238.00,476,Ranchi,East,,,,,,,,,
09 February 2014,Friday,Jenny  Garcia,Nestle Fab,2,313.00,626,Shimla,North,,,,,,,,,
10 February 2014,Saturday,Drew  Rogers,Nestle Fab,20,389.00,7780,Delhi,North,,,,,,,,,
11 February 2014,Sunday,Salvador  Bass,Nestle Aero Mint Potz,2,382.00,764,Goa,West,,,,,,,,,
12 February 2014,Monday,Charlie  Wood,Nestle Rowntree Fruit Pastil,1,128.00,128,Agra,North,,,,,,,,,
13 February 2014,Tuesday,Cindy  Becker,Nestle Aero Mint Potz,1,338.00,338,Bangalore,South,,,,,,,,,
14 February 2014,Wednesday,Sandra  Floyd,Nestle Toffee Crumble,17,209.00,3553,Nainital,North,,,,,,,,,
15 February 2014,Thursday,Elvira  Bowman,Nestle Fab,1,252.00,252,Srinagar,North,,,,,,,,,
16 February 2014,Friday,Cassandra  Franklin,Nestle Smarties Pop-Up,3,279.00,837,Delhi,North,,,,,,,,,
17 February 2014,Saturday,Robert  Munoz,Nestle Fab,3,437.00,1311,Delhi,North,,,,,,,,,
18 February 2014,Sunday,Lorraine  Gibson,Nestle Smarties Pop-Up,2,330.00,660,Kolkata,East,,,,,,,,,
19 February 2014,Monday,Salvador  Bass,Nestle Milky Bar Stick,3,490.00,1470,Goa,West,,,,,,,,,
20 February 2014,Tuesday,Brooke  Horton,Nestle Kit Kat Cone,1,353.00,353,Nainital,North,,,,,,,,,
21 February 2014,Wednesday,Eddie  Green,Nestle Smarties Pop-Up,3,180.00,540,Durgapur,East,,,,,,,,,
22 February 2014,Thursday,Rachel  Gomez,Nestle Fab,3,202.00,606,Delhi,North,,,,,,,,,
23 February 2014,Friday,Drew  Rogers,Nestle Toffee Crumble,25,147.00,3675,Delhi,North,,,,,,,,,
24 February 2014,Saturday,Drew  Rogers,Nestle Rolo Potz,2,232.00,464,Delhi,North,,,,,,,,,
25 February 2014,Sunday,Cindy  Becker,Nestle Rolo Potz,3,123.00,369,Bangalore,South,,,,,,,,,
26 February 2014,Monday,Salvador  Bass,Nestle Fab,3,287.00,861,Goa,West,,,,,,,,,
27 February 2014,Tuesday,Beth  Tucker,Nestle Smarties Pop-Up,16,139.00,2224,Pune,West,,,,,,,,,
28 February 2014,Wednesday,Fernando  Rowe,Nestle Toffee Crumble,18,295.00,5310,Ahmedabad,West,,,,,,,,,
01 March 2014,Thursday,Marian  Hill,Nestle Fab,2,344.00,688,Trivandrum,South,,,,,,,,,
02 March 2014,Friday,Joey  Wong,Nestle Rowntree Screamers,21,200.00,4200,Goa,West,,,,,,,,,
03 March 2014,Saturday,Lula  Daniels,Nestle Rolo Potz,3,416.00,1248,Nainital,North,,,,,,,,,
04 March 2014,Sunday,Cassandra  Franklin,Nestle Smarties Pop-Up,1,466.00,466,Delhi,North,,,,,,,,,
05 March 2014,Monday,Mable  Lindsey,Nestle Fab,2,391.00,782,Ahmedabad,West,,,,,,,,,
06 March 2014,Tuesday,Mable  Lindsey,Nestle Milky Bar Stick,2,137.00,274,Ahmedabad,West,,,,,,,,,
07 March 2014,Wednesday,Billie  Chandler,Nestle Rowntree Fruit Pastil,1,286.00,286,Surat,West,,,,,,,,,
08 March 2014,Thursday,Brooke  Horton,Nestle Smarties Pop-Up,23,468.00,10764,Nainital,North,,,,,,,,,
09 March 2014,Friday,Isabel  Cross,Nestle Smarties Pop-Up,1,122.00,122,Ranchi,East,,,,,,,,,
10 March 2014,Saturday,Don  Gonzales,Nestle Rolo Potz,1,145.00,145,Mysore,South,,,,,,,,,
11 March 2014,Sunday,Jaime  Pearson,Nestle Smarties Pop-Up,1,124.00,124,Jodhpur,North,,,,,,,,,
12 March 2014,Monday,Lance  Yates,Nestle Aero Mint Potz,1,171.00,171,Srinagar,North,,,,,,,,,
13 March 2014,Tuesday,Lynette  Brewer,Nestle Rolo Potz,2,442.00,884,Varanasi,North,,,,,,,,,
14 March 2014,Wednesday,Guillermo  Potter,Nestle Rolo Potz,3,463.00,1389,Nainital,North,,,,,,,,,
15 March 2014,Thursday,Mable  Lindsey,Nestle Aero Mint Potz,2,342.00,684,Ahmedabad,West,,,,,,,,,
16 March 2014,Friday,Isabel  Cross,Nestle Aero Mint Potz,1,262.00,262,Ranchi,East,,,,,,,,,
17 March 2014,Saturday,Robert  Munoz,Nestle Rowntree Fruit Pastil,15,325.00,4875,Delhi,North,,,,,,,,,
18 March 2014,Sunday,Cassandra  Franklin,Nestle Smarties Pop-Up,3,221.00,663,Delhi,North,,,,,,,,,
19 March 2014,Monday,Nellie  Joseph,Nestle Fab,2,445.00,890,Patna,East,,,,,,,,,
20 March 2014,Tuesday,Paulette  Spencer,Nestle Smarties Pop-Up,3,178.00,534,Hyderabad,South,,,,,,,,,
21 March 2014,Wednesday,Rachel  Gomez,Nestle Milky Bar Stick,2,228.00,456,Delhi,North,,,,,,,,,
22 March 2014,Thursday,Colleen  Warren,Nestle Fab,1,221.00,221,Ahmedabad,West,,,,,,,,,
23 March 2014,Friday,Christy  Olson,Nestle Maxibon Cookie,3,335.00,1005,Surat,West,,,,,,,,,
24 March 2014,Saturday,Robert  Munoz,Nestle Toffee Crumble,3,248.00,744,Delhi,North,,,,,,,,,
25 March 2014,Sunday,Ivan  Adkins,Nestle Milky Bar Stick,3,308.00,924,Mumbai,West,,,,,,,,,
26 March 2014,Monday,Ernest  Davis,Nestle Nobbly Bobbly,1,222.00,222,Mumbai,West,,,,,,,,,
27 March 2014,Tuesday,Billie  Chandler,Nestle Fab,1,199.00,199,Surat,West,,,,,,,,,
28 March 2014,Wednesday,Cecilia  Manning,Nestle Milky Bar Stick,3,239.00,717,Trivandrum,South,,,,,,,,,
29 March 2014,Thursday,Carla  Mccormick,Nestle Smarties Pop-Up,14,121.00,1694,Varanasi,North,,,,,,,,,
30 March 2014,Friday,Brooke  Horton,Nestle Milky Bar Stick,3,171.00,513,Nainital,North,,,,,,,,,
31 March 2014,Saturday,Brooke  Horton,Nestle Rolo Potz,2,320.00,640,Nainital,North,,,,,,,,,
01 April 2014,Sunday,Cindy  Becker,Nestle Fab,2,406.00,812,Bangalore,South,,,,,,,,,
02 April 2014,Monday,Ruben  Nunez,Nestle Kit Kat Cone,3,356.00,1068,Ahmedabad,West,,,,,,,,,
03 April 2014,Tuesday,Cindy  Becker,Nestle Milky Bar Stick,1,202.00,202,Bangalore,South,,,,,,,,,
04 April 2014,Wednesday,Bernadette  Page,Nestle Rolo Potz,2,210.00,420,Delhi,North,,,,,,,,,
05 April 2014,Thursday,Lynette  Brewer,Nestle Fab,2,399.00,798,Varanasi,North,,,,,,,,,
06 April 2014,Friday,Dan  Peterson,Nestle Nobbly Bobbly,2,471.00,942,Shimla,North,,,,,,,,,
07 April 2014,Saturday,Donna  Reid,Nestle Milky Bar Stick,4,251.00,1004,Goa,West,,,,,,,,,
08 April 2014,Sunday,Jenny  Garcia,Nestle Rowntree Fruit Pastil,4,177.00,708,Shimla,North,,,,,,,,,
09 April 2014,Monday,Shari  Silva,Nestle Fab,5,333.00,1665,Mysore,South,,,,,,,,,
10 April 2014,Tuesday,Charlie  Wood,Nestle Fab,3,233.00,699,Agra,North,,,,,,,,,
11 April 2014,Wednesday,Blake  Bridges,Nestle Smarties Pop-Up,1,194.00,194,Cochin,South,,,,,,,,,
12 April 2014,Thursday,Max  Rodgers,Nestle Nobbly Bobbly,1,343.00,343,Nagpur,West,,,,,,,,,
